program_name|program_slug|course_name|course_number|course_rubric|requirement|component
Mathematics, B.S.|mathematics-b-s| Partial Differential Equations I|4335|MATH|Senior Sequence 3|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Partial Differential Equations II|4336|MATH|Senior Sequence 3|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Partial Differential Equations I|4335|MATH|Senior Sequence 4|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Theory of Differential Equations and Nonlinear Dynamics|4362|MATH|Senior Sequence 4|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Differential Geometry I|4350|MATH|Senior Sequence 5|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Differential Geometry II|4351|MATH|Senior Sequence 5|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Introduction to Numerical Analysis in Scientific Computing|4364|MATH|Senior Sequence 6|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Numerical Methods for Differential Equations|4365|MATH|Senior Sequence 6|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Introduction to Numerical Analysis in Scientific Computing|4364|MATH|Senior Sequence 7|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Numerical Linear Algebra|4366|MATH|Senior Sequence 7|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Advanced Linear Algebra I|4377|MATH|Senior Sequence 8|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Advanced Linear Algebra II|4378|MATH|Senior Sequence 8|Additional Requirements
Mathematics, B.S.|mathematics-b-s| Introduction to Stochastic Processes|4320|MATH|Senior Sequence 9|Additional Requirements
Mathematics, B.S.|mathematics-b-s| A Mathematical Introduction to Options|4380|MATH|Senior Sequence 9|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Linear Algebra Labs with MATLAB|2131|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Transition to Advanced Mathematics|3325|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Differential Equations|3331|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Intermediate Analysis|3333|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Probability|3338|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Statistics for the Sciences|3339|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Introduction to Fixed Income Mathematics|3340|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Introduction to Stochastic Processes|4320|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| A Mathematical Introduction to Options|4380|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Survey of Undergraduate Mathematics|4389|MATH|Requirements|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance|Financial|2331|ACCT|Accounting|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Accounting Principles 2 -Managerial|2332|ACCT|Accounting|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Intermed Microeconomics|3332|ECON|Economics|Additional Requirements
Mathematics, B.S. - Option in Mathematical Finance|mathematics-b-s-option-in-mathematical-finance| Intermed Macroeconomics|3334|ECON|Economics|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Linear Algebra Labs with MATLAB|2131|MATH|Math Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Functions and Modeling|3311|MATH|Math Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Transition to Advanced Mathematics|3325|MATH|Math Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Abstract Algebra|3330|MATH|Math Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Differential Equations|3331|MATH|Math Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Intermediate Analysis|3333|MATH|Math Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Introduction to Higher Geometry|3379|MATH|Math Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Survey of Undergraduate Mathematics|4389|MATH|Math Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Mathematical Biology|4309|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Mathematical Biology|4309|BIOL|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Biostatistics|4310|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Biostatistics|4310|BIOL|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Introduction To Real Analysis I|4331|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Introduction to Real Analysis II|4332|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Partial Differential Equations I|4335|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Partial Differential Equations II|4336|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Theory of Differential Equations and Nonlinear Dynamics|4362|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Differential Geometry I|4350|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Differential Geometry II|4351|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Introduction to Numerical Analysis in Scientific Computing|4364|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Numerical Methods for Differential Equations|4365|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Numerical Linear Algebra|4366|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Advanced Linear Algebra I|4377|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Advanced Linear Algebra II|4378|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Introduction to Stochastic Processes|4320|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| A Mathematical Introduction to Options|4380|MATH|One of the following Math Senior Sequences|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston|Teaching Science and Mathematics|1101|CUIN|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston|Teaching Science and Mathematics|1102|CUIN|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Knowing and Learning Science and Math|3350|CUIN|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Classroom Interactions in Science and Mathematics|3351|CUIN|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Perspectives Math and Science|3352|CUIN|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Multiple Teaching Strategies for Math and Science|4350|CUIN|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Student Teaching: Secondary|4314|EDUC|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Student Teaching: Secondary|4315|EDUC|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Research Methods|4340|BIOL|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Research Methods|4340|CHEM|Other Requirements|Additional Requirements
Mathematics, B.S. - teachHouston|mathematics-b-s-teachhouston| Research Methods|4340|PHYS|Other Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Engineering Graphics|1330|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Materials and Processes I|1364|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Introduction To Mechanics|2354|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Fluid Mechanics Applications|3318|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Fluid Mechanics Application Laboratory|3118|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Applied Thermodynamics|3331|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Computer-Aided Drafting I|3341|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Elements of Plant Design|3342|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Strength of Materials|3355|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Strength of Materials Laboratory|3155|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Dynamics of Mechanisms|3358|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Automated Manufacturing Systems|3360|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Computer-Aided Design I|3365|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Quality Control Technology|3367|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Ethics in Engineering Technology|4188|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Materials Technology|4372|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Materials Technology Laboratory|4172|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Senior Design Project I|4275|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Senior Design Project II|4276|MECT|Mechanical Engineering Technology Major Requirements|Additional Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Industrial Work Measurement|3362|MECT|Computer-Aided Design and Manufacturing Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Applications in Stress Analysis|4323|MECT|Computer-Aided Design and Manufacturing Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Materials Selection and Management|4341|MECT|Computer-Aided Design and Manufacturing Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Fundamentals of Biomechanics|4360|MECT|Computer-Aided Design and Manufacturing Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Computer-Aided Design II|4365|MECT|Computer-Aided Design and Manufacturing Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Manufacturing Systems Control|4384|MECT|Computer-Aided Design and Manufacturing Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Fundamentals of Offshore Systems|4326|MECT|Petroleum Technology Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Fundamentals of Pipeline Design|4328|MECT|Petroleum Technology Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Valve Design|4330|MECT|Petroleum Technology Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Fundamentals of Drilling Technology|4332|MECT|Petroleum Technology Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Downhole Drilling Tools and Technology|4337|MECT|Petroleum Technology Electives (12 SH)|Mechanical Engineering Technology Major Requirements
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| First Year Writing I|1303|ENGL|Communications|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| First Year Writing II|1304|ENGL|Communications|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Technical Communications|3363|TELS|Writing in the Discipline|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| The U S To 1877|1377|HIST|American History and Government/Political Science|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| The United States Since 1877|1379|HIST|American History and Government/Political Science|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| U.S. and Texas Constitution and Politics|1336|POLS|American History and Government/Political Science|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| U.S. Government: Congress, President, and Courts|1337|POLS|American History and Government/Political Science|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Impact of Modern Technology on Society|1313|TECH|Social and Behavioral Sciences (3 semester hours)|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Precalculus|1330|MATH|Math (11 semester hours which includes university core)|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Calculus I|1431|MATH|Math (11 semester hours which includes university core)|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Calculus II|1432|MATH|Math (11 semester hours which includes university core)|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Introductory General Physics I|1301|PHYS|Natural Sciences (8 semester hours which includes university core)|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| General Physics Laboratory I|1101|PHYS|Natural Sciences (8 semester hours which includes university core)|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Introductory General Physics II|1302|PHYS|Natural Sciences (8 semester hours which includes university core)|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| General Physics Laboratory II|1102|PHYS|Natural Sciences (8 semester hours which includes university core)|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Foundations of Chemistry|1301|CHEM|General Technology Requirements|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Foundations of Chemistry Laboratory|1101|CHEM|General Technology Requirements|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Electrical-Electronic Circuits|2307|ELET|General Technology Requirements|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Organizational Leadership and Supervision|3340|TELS|General Technology Requirements|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Organizational Decisions in Technology|3300|HDCS|General Technology Requirements|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| C Programming|1304|COSC|General Technology Requirements|Program Requirements and University Core
Mechanical Engineering Technology, B.S.|mechanical-engineering-technology-b-s| Introduction to C++ Programming|2300|ELET|General Technology Requirements|Program Requirements and University Core
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Fundamentals of Chemistry Laboratory|1111|CHEM|Fall Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Fundamentals of Chemistry|1331|CHEM|Fall Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| First Year Writing I|1303|ENGL|Fall Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Calculus I|1431|MATH|Fall Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| U.S. and Texas Constitution and Politics|1336|POLS|Fall Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Introduction To Engineering|1100|ENGI|Fall Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Fundamentals of Chemistry Laboratory|1112|CHEM|Spring Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Fundamentals of Chemistry 2|1332|CHEM|Spring Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| First Year Writing II|1304|ENGL|Spring Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Computing and Problem Solving for Engineers|1331|ENGI|Spring Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Calculus II|1432|MATH|Spring Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| University Physics I|1321|PHYS|Spring Semester|First Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Mechanics I (Statics)|2330|CIVE|Fall Semester|Second Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Calculus III|2433|MATH|Fall Semester|Second Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| University Physics II|1322|PHYS|Fall Semester|Second Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| U.S. Government: Congress, President, and Courts|1337|POLS|Fall Semester|Second Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Engineering Mathematics|3321|MATH|Spring Semester|Second Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Technical Communications for Engineers|2304|ENGI|Spring Semester|Second Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Thermodynamics|2334|MECE|Spring Semester|Second Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Mechanics II (Dynamics)|3336|MECE|Spring Semester|Second Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Introduction to Mechanical Design|2361|MECE|Spring Semester|Second Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Dynamics and Control of Mechanical Systems|3338|MECE|Fall Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Introduction to Partial Differential Equations|3363|MATH|Fall Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Materials Science|3345|MECE|Fall Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Solid Mechanics|3369|MECE|Fall Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| The U S To 1877|1377|HIST|Fall Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| The U S Since 1877|1378|HIST|Spring Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Materials Science Laboratory|3245|MECE|Spring Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Experimental Methods|3360|MECE|Spring Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Introduction to Fluid Mechanics|3363|MECE|Spring Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Introduction to Finite Element Methods for Mechanical Engineers|3381|MECE|Spring Semester|Third Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Heat Transfer|4364|MECE|Fall Semester|Fourth Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Mechanical Engineering Capstone I|4340|MECE|Fall Semester|Fourth Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Design of Machine Elements|4331|MECE|Fall Semester|Fourth Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Thermal Design|4343|MECE|Fall Semester|Fourth Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Mechanical Engineering Capstone II|4341|MECE|Spring Semester|Fourth Year
Mechanical Engineering, B.S.M.E.|mechanical-engineering-b-s-m-e| Thermal-Fluids Laboratory|4371|MECE|Spring Semester|Fourth Year
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Media and Society|1301|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Introduction to Communication Theory|1302|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Communication Research Methods|2300|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Communication Law & Ethics|4303|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Fundamentals of Media Production|2320|COMM|Media Policy/Media Studies Requirements: 9 hours (three courses)|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Media Effects|3376|COMM|Media Policy/Media Studies Requirements: 9 hours (three courses)|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| The Social Impact of New Information Technology|4378|COMM|Media Policy/Media Studies Requirements: 9 hours (three courses)|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Social Issues in Journalism|4314|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Social Aspects of Film|4370|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Media, Power, and Society|4372|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Propaganda and Mass Communication|4375|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Media Management|3350|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| History of Cinema|3370|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Gender and Media|3372|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Television: History and Culture|3373|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Popular Culture and the Mass Media|3379|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Social Issues in Journalism|4314|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Sex, Love, and Romance in Popular Culture|4334|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Television and the Family|4337|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| The Family in Popular Culture|4338|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Social Aspects of Film|4370|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Media, Power, and Society|4372|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Propaganda and Mass Communication|4375|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Professional Internship|4392|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Selected Topics Communication|4397|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Policy/Media Studies, B.A.|media-policy-media-studies-b-a| Independent Study|4398|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Media and Society|1301|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Media Production, B.A.|media-production-b-a| Introduction to Communication Theory|1302|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Media Production, B.A.|media-production-b-a| Communication Research Methods|2300|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Media Production, B.A.|media-production-b-a| Communication Law & Ethics|4303|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Media Production, B.A.|media-production-b-a| Fundamentals of Media Production|2320|COMM|Media Production Requirements: (9 hours)|Additional Requirements
Media Production, B.A.|media-production-b-a| Broadcast and Film Writing|2328|COMM|Media Production Requirements: (9 hours)|Additional Requirements
Media Production, B.A.|media-production-b-a| Electronic Field Production|3380|COMM|Media Production Requirements: (9 hours)|Additional Requirements
Media Production, B.A.|media-production-b-a| Non-linear Editing|3383|COMM|Media Production Requirements: (9 hours)|Additional Requirements
Media Production, B.A.|media-production-b-a| Television Production I|2322|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Multimedia Storytelling|3318|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Preproduction Management|3319|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Audio Production|3320|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Single Camera Studio Production|3321|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
